"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorTFIDFCosine record1Value","[0] BookTitleComparatorTFIDFCosine record2Value","[0] BookTitleComparatorTFIDFCosine record1PreprocessedValue","[0] BookTitleComparatorTFIDFCosine record2PreprocessedValue","[0] BookTitleComparatorTFIDFCosine similarity","[0] BookTitleComparatorTFIDFCosine postproccesedSimilarity","[1] BookAuthorComparatorJaccard record1Value","[1] BookAuthorComparatorJaccard record2Value","[1] BookAuthorComparatorJaccard record1PreprocessedValue","[1] BookAuthorComparatorJaccard record2PreprocessedValue","[1] BookAuthorComparatorJaccard similarity","[1] BookAuthorComparatorJaccard postproccesedSimilarity","[2] BookGenreComparatorJaccard record1Value","[2] BookGenreComparatorJaccard record2Value","[2] BookGenreComparatorJaccard record1PreprocessedValue","[2] BookGenreComparatorJaccard record2PreprocessedValue","[2] BookGenreComparatorJaccard similarity","[2] BookGenreComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","Goodreads_books_23744","Amazon_10503","0.09999999999999999",,"The War of Wars: The Great European Conflict 1793 - 1815","The Walking Dead Volume 10: What We Become","The War of Wars: The Great European Conflict 1793 - 1815","The Walking Dead Volume 10: What We Become","0.0","0.0","Robert Harvey","Robert Kirkman","Robert Harvey","Robert Kirkman","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_38432","Amazon_10278","0.0",,"The Problem with Forever","The Prince and the Dressmaker","The Problem with Forever","The Prince and the Dressmaker","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30626","Amazon_18232","0.4",,"Foundation","Foundation and Empire","Foundation","Foundation and Empire","0.0","0.0","Isaac Asimov","Isaac Asimov","Isaac Asimov","Isaac Asimov","1.0","1.0","Science Fiction","Science-Fiction","Science Fiction","Science-Fiction","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_36758","Amazon_13062","0.3",,"Moominsummer Madness","Moomin: Bk. 2","Moominsummer Madness","Moomin: Bk. 2","0.0","0.0","Tove Jansson","Tove Jansson","Tove Jansson","Tove Jansson","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33155","Amazon_21769","0.0",,"The First Phone Call from Heaven","The Finest Hours","The First Phone Call from Heaven","The Finest Hours","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4144","Amazon_10161","0.8999999999999999",,"The Walking Dead, Vol. 7: The Calm Before","The Walking Dead Book 1","The Walking Dead, Vol. 7: The Calm Before","The Walking Dead Book 1","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3808","Amazon_853","0.1",,"The House of God","The Hormone Reset Diet","The House of God","The Hormone Reset Diet","0.0","0.0","","","","","0.0","0.0","Medical","Medical","Medical","Medical","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_5414","Amazon_17103","0.1",,"Bloody Little Secrets","Bloodfever","Bloody Little Secrets","Bloodfever","0.0","0.0","","","","","0.0","0.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_6452","Amazon_6971","0.0",,"Blood Rose","Bloody Valentine","Blood Rose","Bloody Valentine","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30545","Amazon_4605","0.8999999999999999",,"A Storm of Swords","A Storm Of Swords","A Storm of Swords","A Storm Of Swords","1.0","1.0","George R.R. Martin","George R. R. Martin","George R.R. Martin","George R. R. Martin","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_20924","Amazon_15820","0.0",,"The Lonely Dead","The Lost Art of Listening, Second Edition","The Lonely Dead","The Lost Art of Listening, Second Edition","0.0","0.0","Michael Marshall","Michael P. Nichols","Michael Marshall","Michael P. Nichols","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_37607","Amazon_15065","0.3",,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)","Harry Potter and the Philosopher's Stone - Hufflepuff Edition","Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)","Harry Potter and the Philosopher's Stone - Hufflepuff Edition","0.0","0.0","J.K. Rowling","J. K. Rowling","J.K. Rowling","J. K. Rowling","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_24467","Amazon_21692","0.09999999999999999",,"The Pearl Wars","The Perfect Car","The Pearl Wars","The Perfect Car","0.0","0.0","Nick  James","Nick Skeens","Nick  James","Nick Skeens","0.3333333333333333","0.3333333333333333","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30070","Amazon_9933","0.0",,"The Best of It: New and Selected Poems","The Best Homemade Baby Food on the Planet","The Best of It: New and Selected Poems","The Best Homemade Baby Food on the Planet","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_20678","Amazon_18191","0.0",,"The Temptation","The Ten Thousand Doors of January","The Temptation","The Ten Thousand Doors of January","0.0","0.0","","","","","0.0","0.0","Fantasy-Paranormal","Fantasy","Fantasy-Paranormal","Fantasy","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_14257","Amazon_15116","0.2",,"The Complete Illuminated Books","The Complete Works of William Shakespeare","The Complete Illuminated Books","The Complete Works of William Shakespeare","0.0","0.0","William Blake","William Shakespeare","William Blake","William Shakespeare","0.3333333333333333","0.3333333333333333","Poetry","Poetry","Poetry","Poetry","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_34035","Amazon_4891","0.8999999999999999",,"The Son of Sobek","The Son of Neptune (Heroes of Olympus Book 2)","The Son of Sobek","The Son of Neptune (Heroes of Olympus Book 2)","1.0","1.0","Rick Riordan","Rick Riordan","Rick Riordan","Rick Riordan","1.0","1.0","Childrens-Middle Grade","Childrens-Books","Childrens-Middle Grade","Childrens-Books","0.25","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3704","Amazon_3785","0.0",,"The Last Witchfinder","The Ladybird Book of Red Tape","The Last Witchfinder","The Ladybird Book of Red Tape","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_20488","Amazon_11731","0.9999999999999999",,"A Brief History of the Third Reich","A Brief History of Life in the Middle Ages","A Brief History of the Third Reich","A Brief History of Life in the Middle Ages","1.0","1.0","Martyn Whittock","Martyn Whittock","Martyn Whittock","Martyn Whittock","1.0","1.0","History","History","History","History","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_2230","Amazon_14074","0.0",,"The Giant Under the Snow","The Gift of Years","The Giant Under the Snow","The Gift of Years","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_2880","Amazon_5013","0.3",,"The Pigeon Needs a Bath!","The Pigeon Has Feelings, Too!","The Pigeon Needs a Bath!","The Pigeon Has Feelings, Too!","0.0","0.0","Mo Willems","Mo Willems","Mo Willems","Mo Willems","1.0","1.0","Childrens-Picture Books","Childrens-Books","Childrens-Picture Books","Childrens-Books","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33142","Amazon_17092","0.9999999999999999",,"Iron Crowned","Iron Crowned","Iron Crowned","Iron Crowned","1.0","1.0","Richelle Mead","Richelle Mead","Richelle Mead","Richelle Mead","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_28591","Amazon_722","0.0",,"The Great Awakening: A Buddhist Social Theory","The Grain Brain Whole Life Plan","The Great Awakening: A Buddhist Social Theory","The Grain Brain Whole Life Plan","0.0","0.0","David R. Loy","David Perlmutter","David R. Loy","David Perlmutter","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33713","Amazon_15287","0.8999999999999999",,"How I Live Now","How I Live Now","How I Live Now","How I Live Now","1.0","1.0","Meg Rosoff","Meg Rosoff","Meg Rosoff","Meg Rosoff","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_21985","Amazon_10330","0.3",,"Transmetropolitan, Vol. 2: Lust for Life","Transmetropolitan Vol. 01","Transmetropolitan, Vol. 2: Lust for Life","Transmetropolitan Vol. 01","0.0","0.0","Warren Ellis","Warren Ellis","Warren Ellis","Warren Ellis","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_18928","Amazon_4587","0.7999999999999999",,"One of Us Is Next","One Of Us Is Lying","One of Us Is Next","One Of Us Is Lying","1.0","1.0","Karen M. McManus","Karen McManus","Karen M. McManus","Karen McManus","0.6666666666666666","0.6666666666666666","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32295","Amazon_19873","0.8999999999999999",,"Guess How Much I Love You","Guess How Much I Love You","Guess How Much I Love You","Guess How Much I Love You","1.0","1.0","Sam McBratney","Sam McBratney","Sam McBratney","Sam McBratney","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_12195","Amazon_908","0.0",,"The Great Match Race: When North Met South in America's First Sports Spectacle","The Green Zone Conversation Book","The Great Match Race: When North Met South in America's First Sports Spectacle","The Green Zone Conversation Book","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_32915","Amazon_4575","0.8999999999999999",,"A Court of Frost and Starlight","A Court of Mist and Fury","A Court of Frost and Starlight","A Court of Mist and Fury","1.0","1.0","Sarah J. Maas","Sarah J. Maas","Sarah J. Maas","Sarah J. Maas","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4473","Amazon_731","0.0",,"The Endymion Omnibus","The End of Alzheimer's","The Endymion Omnibus","The End of Alzheimer's","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33235","Amazon_22369","0.3",,"On the Banks of Plum Creek","On the Way Home","On the Banks of Plum Creek","On the Way Home","0.0","0.0","Laura Ingalls Wilder","Laura Ingalls Wilder","Laura Ingalls Wilder","Laura Ingalls Wilder","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_23523","Amazon_10588","0.8999999999999999",,"The Walking Dead, Vol. 8: Made to Suffer","The Walking Dead Volume 15: We Find Ourselves","The Walking Dead, Vol. 8: Made to Suffer","The Walking Dead Volume 15: We Find Ourselves","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_855","Amazon_13150","0.0",,"Find Me","Find Momo","Find Me","Find Momo","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_24995","Amazon_22501","0.0",,"The Great Brain at the Academy","The Great War","The Great Brain at the Academy","The Great War","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_21227","Amazon_7708","0.0",,"Black Card","Black Widow","Black Card","Black Widow","0.0","0.0","Chris L. Terry","Chris Brookmyre","Chris L. Terry","Chris Brookmyre","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3967","Amazon_10672","0.8999999999999999",,"The Walking Dead, Vol. 5: The Best Defense","The Walking Dead Volume 31","The Walking Dead, Vol. 5: The Best Defense","The Walking Dead Volume 31","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_30858","Amazon_2829","0.9999999999999999",,"Into Thin Air: A Personal Account of the Mount Everest Disaster","Into Thin Air","Into Thin Air: A Personal Account of the Mount Everest Disaster","Into Thin Air","1.0","1.0","Jon Krakauer","Jon Krakauer","Jon Krakauer","Jon Krakauer","1.0","1.0","Biography","Biography","Biography","Biography","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_38491","Amazon_16500","0.0",,"The Gift","The Gift of Being Yourself","The Gift","The Gift of Being Yourself","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_7174","Amazon_21814","0.0",,"The Secret Message of Jesus: Uncovering the Truth That Could Change Everything","The Sextant Handbook","The Secret Message of Jesus: Uncovering the Truth That Could Change Everything","The Sextant Handbook","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_24698","Amazon_16628","0.0",,"Sacred Games","Sacred Pathways","Sacred Games","Sacred Pathways","0.0","0.0","Gary Corby","Gary L. Thomas","Gary Corby","Gary L. Thomas","0.25","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_11768","Amazon_21058","0.3",,"Coraline and Other Stories","Coraline","Coraline and Other Stories","Coraline","0.0","0.0","Neil Gaiman","Neil Gaiman","Neil Gaiman","Neil Gaiman","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_9584","Amazon_10416","0.3",,"Berserk, Vol. 12","Berserk Volume 14","Berserk, Vol. 12","Berserk Volume 14","0.0","0.0","Kentaro Miura","Kentaro Miura","Kentaro Miura","Kentaro Miura","1.0","1.0","Sequential Art-Graphic Novels","Graphic-Novels","Sequential Art-Graphic Novels","Graphic-Novels","0.5","0.0"
"LinearCombinationMatchingRule","Goodreads_books_3735","Amazon_11764","0.0",,"The Last Chronicle of Barset","The lady in Gold","The Last Chronicle of Barset","The lady in Gold","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_33196","Amazon_4139","0.3",,"Capital, Vol. 1: A Critical Analysis of Capitalist Production","Capital","Capital, Vol. 1: A Critical Analysis of Capitalist Production","Capital","0.0","0.0","Karl Marx","Karl Marx","Karl Marx","Karl Marx","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_4013","Amazon_14284","0.0",,"The Will to Power","The Wild Flower Key","The Will to Power","The Wild Flower Key","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_27752","Amazon_5248","0.0",,"Jesus Always: Embracing Joy in His Presence","Jesus Storybook Bible","Jesus Always: Embracing Joy in His Presence","Jesus Storybook Bible","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_10185","Amazon_5809","0.3",,"Kingpin: How One Hacker Took Over the Billion-Dollar Cybercrime Underground","Kingpin","Kingpin: How One Hacker Took Over the Billion-Dollar Cybercrime Underground","Kingpin","0.0","0.0","Kevin Poulsen","Kevin Poulsen","Kevin Poulsen","Kevin Poulsen","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_34246","Amazon_17650","0.4",,"Shopaholic Ties the Knot","Shopaholic to the Stars","Shopaholic Ties the Knot","Shopaholic to the Stars","0.0","0.0","Sophie Kinsella","Sophie Kinsella","Sophie Kinsella","Sophie Kinsella","1.0","1.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_29448","Amazon_16892","0.1",,"The Last Dragonlord","The Last Letter from Your Lover","The Last Dragonlord","The Last Letter from Your Lover","0.0","0.0","","","","","0.0","0.0","Romance","Romance","Romance","Romance","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_37607","Amazon_15083","0.3",,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)","Harry Potter Und Der Stein Der Weisen","Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)","Harry Potter Und Der Stein Der Weisen","0.0","0.0","J.K. Rowling","J. K. Rowling","J.K. Rowling","J. K. Rowling","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_23899","Amazon_218","0.8999999999999999",,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing","Women's Bodies, Women's Wisdom","Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing","Women's Bodies, Women's Wisdom","1.0","1.0","Christiane Northrup","Christiane Northrup","Christiane Northrup","Christiane Northrup","1.0","1.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_23523","Amazon_10575","0.8999999999999999",,"The Walking Dead, Vol. 8: Made to Suffer","The Walking Dead Volume 11: Fear The Hunters","The Walking Dead, Vol. 8: Made to Suffer","The Walking Dead Volume 11: Fear The Hunters","1.0","1.0","Robert Kirkman","Robert Kirkman","Robert Kirkman","Robert Kirkman","1.0","1.0","Graphic Novels Comics","Graphic-Novels","Graphic Novels Comics","Graphic-Novels","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","Goodreads_books_581","Amazon_7522","0.2","0","The Fifth Profession","The Fix","The Fifth Profession","The Fix","0.0","0.0","David Morrell","David Baldacci","David Morrell","David Baldacci","0.3333333333333333","0.3333333333333333","Thriller","Thriller","Thriller","Thriller","1.0","1.0"
"LinearCombinationMatchingRule","Goodreads_books_14651","Amazon_3759","0.0",,"The Mirror King","The Mind/Body Prescription","The Mirror King","The Mind/Body Prescription","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_38700","Amazon_22535","0.0",,"The Burning","The Bucket List","The Burning","The Bucket List","0.0","0.0","","","","","0.0","0.0","","","","","0.0","0.0"
"LinearCombinationMatchingRule","Goodreads_books_31756","Amazon_14873","0.3",,"Rich Dad, Poor Dad","Rich Dad's CASHFLOW Quadrant","Rich Dad, Poor Dad","Rich Dad's CASHFLOW Quadrant","0.0","0.0","Robert T. Kiyosaki","Robert T. Kiyosaki","Robert T. Kiyosaki","Robert T. Kiyosaki","1.0","1.0","Self Help-Personal Development","Personal-Development","Self Help-Personal Development","Personal-Development","0.5","0.0"
